grid,year,date_start,n_trapped
HenryE,2006,6/20/06,49
HenryE,2006,7/11/06,62
HenryE,2006,8/1/06,66
HenryE,2006,8/24/06,65
HenryE,2006,8/24/07,1
HenryE,2006,9/14/06,65
HenryE,2007,10/25/07,95
HenryE,2007,10/9/07,119
HenryE,2007,5/15/07,102
HenryE,2007,6/5/07,127
HenryE,2007,7/25/07,137
HenryE,2007,7/3/07,138
HenryE,2007,8/23/07,122
HenryE,2007,9/11/07,102
HenryE,2008,10/30/08,90
HenryE,2008,10/9/08,80
HenryE,2008,5/29/08,21
HenryE,2008,5/8/08,10
HenryE,2008,6/17/08,34
HenryE,2008,7/10/08,41
HenryE,2008,8/26/08,49
HenryE,2008,8/5/08,44
HenryE,2008,9/16/08,45
HenryE,2009,10/1/09,37
HenryE,2009,10/29/09,62
HenryE,2009,5/28/09,20
HenryE,2009,6/18/09,17
HenryE,2009,7/30/09,21
HenryE,2009,7/9/09,20
HenryE,2009,8/20/09,27
HenryE,2009,9/30/10,1
HenryE,2009,9/9/09,33
HenryE,2010,10/14/10,76
HenryE,2010,11/9/10,97
HenryE,2010,5/20/10,43
HenryE,2010,6/10/10,84
HenryE,2010,6/28/10,81
HenryE,2010,7/22/10,81
HenryE,2010,8/10/10,66
HenryE,2010,9/2/10,44
HenryE,2010,9/23/10,56
HenryE,2011,10/11/11,104
HenryE,2011,11/1/11,66
HenryE,2011,6/30/11,163
HenryE,2011,6/9/11,111
HenryE,2011,7/19/11,171
HenryE,2011,8/11/11,178
HenryE,2011,8/30/11,132
HenryE,2011,9/22/11,93
HenryE,2012,10/25/12,75
HenryE,2012,10/3/12,128
HenryE,2012,4/17/12,119
HenryE,2012,4/5/12,29
HenryE,2012,5/29/12,94
HenryE,2012,5/8/12,96
HenryE,2012,6/21/12,107
HenryE,2012,7/10/12,133
HenryE,2012,8/2/12,123
HenryE,2012,8/23/12,104
HenryE,2012,9/13/12,115
HenryE,2013,10/22/13,17
HenryE,2013,10/3/13,14
HenryE,2013,6/20/13,2
HenryE,2013,7/11/13,6
HenryE,2013,8/1/13,6
HenryE,2013,8/20/13,10
HenryE,2013,9/10/13,8
HenryE,2014,10/23/14,61
HenryE,2014,10/9/14,35
HenryE,2014,11/6/14,34
HenryE,2014,5/1/14,10
HenryE,2014,5/20/14,11
HenryE,2014,6/17/14,28
HenryE,2014,6/3/14,28
HenryE,2014,7/17/14,18
HenryE,2014,7/2/14,21
HenryE,2014,7/29/14,20
HenryE,2014,8/11/14,19
HenryE,2014,8/26/14,23
HenryE,2014,9/23/14,38
HenryE,2014,9/8/14,34
HenryE,2015,10/13/15,112
HenryE,2015,10/28/15,105
HenryE,2015,4/16/15,39
HenryE,2015,5/26/15,38
HenryE,2015,5/7/15,25
HenryE,2015,6/29/15,72
HenryE,2015,6/9/15,65
HenryE,2015,8/13/15,75
HenryE,2015,9/1/15,77
HenryE,2015,9/22/15,79
HenryE,2016,10/18/16,118
HenryE,2016,5/3/16,103
HenryE,2016,8/16/16,201
HenryE,2016,9/27/16,145
HenryE,2016,9/6/16,187
HenryE,2017,10/10/17,31
HenryE,2017,6/29/17,9
HenryE,2017,6/8/17,4
HenryE,2017,7/20/17,13
HenryE,2017,8/31/17,12
HenryE,2017,8/8/17,14
HenryE,2017,9/21/17,27
HenryE,2018,11/8/18,62
HenryE,2018,4/18/19,3
HenryE,2018,5/22/18,34
HenryE,2018,6/12/18,56
HenryE,2018,7/24/18,76
HenryE,2018,7/3/18,64
HenryE,2018,8/14/18,78
HenryE,2018,9/25/18,60
HenryE,2018,9/4/18,67
HenryE,2019,10/3/19,28
HenryE,2019,10/31/19,42
HenryE,2019,4/18/19,3
HenryE,2019,5/28/19,4
HenryE,2019,5/7/19,5
HenryE,2019,6/20/19,12
HenryE,2019,7/9/19,9
HenryE,2019,8/1/19,18
HenryE,2019,8/20/19,24
HenryE,2019,9/10/19,19
HenryE,2020,7/30/20,136
HenryE,2020,8/20/20,168
HenryE,2020,9/17/18,128
HenryE,2021,6/8/21,6
HenryE,2021,8/26/21,13
HenryE,2021,8/5/21,8
HenryE,2022,5/26/22,64
HenryE,2022,8/2/22,104
HenryE,2022,8/23/22,107
HenryE,2023,5/25/23,4
HenryE,2023,6/15/23,8
HenryE,2023,8/22/23,28
HenryE,2023,8/3/23,8
HenryE,2024,5/23/24,44
HenryE,2024,6/18/24,80
HenryE,2024,8/29/24,97
HenryE,2024,8/8/24,94
HenryE,2025,5/22/25,3
HenryE,2025,6/10/25,7
HenryE,2025,8/28/25,17
HenryE,2025,8/7/25,12
TeaC,1991,10/16/91,62
TeaC,1991,11/6/91,38
TeaC,1991,12/16/91,18
TeaC,1991,12/5/91,38
TeaC,1991,7/23/91,29
TeaC,1991,8/13/91,39
TeaC,1991,9/25/91,43
TeaC,1991,9/4/91,52
TeaC,1992,10/14/92,89
TeaC,1992,11/4/92,100
TeaC,1992,4/28/92,60
TeaC,1992,4/7/92,47
TeaC,1992,5/19/92,39
TeaC,1992,6/30/92,15
TeaC,1992,6/9/92,64
TeaC,1992,8/25/92,105
TeaC,1992,8/4/92,118
TeaC,1992,9/22/92,95
TeaC,1993,10/12/93,37
TeaC,1993,4/27/93,10
TeaC,1993,6/15/93,23
TeaC,1993,8/3/93,38
TeaC,1994,10/25/94,22
TeaC,1994,11/15/94,20
TeaC,1994,5/31/94,2
TeaC,1994,6/28/94,3
TeaC,1994,8/2/94,10
TeaC,1994,8/30/94,14
TeaC,1994,9/27/94,16
TeaC,1995,10/5/95,104
TeaC,1995,11/2/95,78
TeaC,1995,4/18/95,42
TeaC,1995,5/16/95,63
TeaC,1995,6/13/95,86
TeaC,1995,8/3/95,147
TeaC,1995,9/5/95,110
TeaC,1996,10/9/96,23
TeaC,1996,11/7/96,40
TeaC,1996,3/26/96,6
TeaC,1996,4/2/96,3
TeaC,1996,4/23/96,5
TeaC,1996,5/23/96,8
TeaC,1996,7/3/96,8
TeaC,1996,8/15/96,12
TeaC,1996,9/10/96,14
TeaC,1997,10/9/97,42
TeaC,1997,11/6/97,44
TeaC,1997,6/3/97,24
TeaC,1997,7/1/97,41
TeaC,1997,8/13/97,42
TeaC,1997,9/11/97,30
TeaC,1998,10/15/98,79
TeaC,1998,4/22/98,47
TeaC,1998,5/21/98,73
TeaC,1998,6/18/98,76
TeaC,1998,7/29/98,83
TeaC,1998,8/25/98,68
TeaC,1998,9/15/98,58
TeaC,1999,10/19/99,49
TeaC,1999,11/11/99,23
TeaC,1999,6/29/99,92
TeaC,1999,6/8/99,79
TeaC,1999,7/27/99,72
TeaC,1999,8/17/99,77
TeaC,1999,9/21/99,62
TeaC,2000,10/26/00,14
TeaC,2000,10/3/00,25
TeaC,2000,6/29/00,8
TeaC,2000,6/8/00,4
TeaC,2000,7/20/00,12
TeaC,2000,8/8/00,7
TeaC,2000,9/14/00,19
TeaC,2001,10/2/01,45
TeaC,2001,10/23/01,61
TeaC,2001,5/22/01,31
TeaC,2001,5/3/01,9
TeaC,2001,6/14/01,39
TeaC,2001,7/24/01,56
TeaC,2001,7/5/01,58
TeaC,2001,8/14/01,53
TeaC,2001,9/5/01,52
TeaC,2002,10/24/02,69
TeaC,2002,10/3/02,76
TeaC,2002,11/13/02,99
TeaC,2002,5/14/02,69
TeaC,2002,6/6/02,88
TeaC,2002,7/30/02,88
TeaC,2002,7/9/02,83
TeaC,2002,8/20/02,80
TeaC,2002,9/12/02,73
TeaC,2003,10/15/03,70
TeaC,2003,11/4/03,88
TeaC,2003,6/3/03,41
TeaC,2003,7/1/03,45
TeaC,2003,7/24/03,66
TeaC,2003,8/14/03,75
TeaC,2003,9/2/03,76
TeaC,2003,9/23/03,56
TeaC,2004,10/14/04,15
TeaC,2004,11/4/04,27
TeaC,2004,6/2/04,46
TeaC,2004,6/22/04,58
TeaC,2004,7/22/04,70
TeaC,2004,8/12/04,40
TeaC,2004,8/31/04,38
TeaC,2004,9/23/04,42
TeaC,2005,10/25/05,22
TeaC,2005,10/6/05,13
TeaC,2005,7/12/05,1
TeaC,2005,8/2/05,1
TeaC,2005,8/25/05,3
TeaC,2005,9/15/05,9
TeaC,2006,10/12/06,79
TeaC,2006,11/2/06,83
TeaC,2006,5/16/06,20
TeaC,2006,6/29/06,39
TeaC,2006,6/8/06,29
TeaC,2006,7/20/06,47
TeaC,2006,8/31/06,47
TeaC,2006,8/8/06,51
TeaC,2006,9/21/06,51
TeaC,2007,10/18/07,111
TeaC,2007,5/29/07,89
TeaC,2007,6/25/07,176
TeaC,2007,7/17/07,199
TeaC,2007,8/9/07,193
TeaC,2007,9/27/07,91
TeaC,2007,9/4/07,139
TeaC,2008,10/14/08,61
TeaC,2008,11/6/08,73
TeaC,2008,5/15/08,5
TeaC,2008,6/26/08,17
TeaC,2008,6/5/08,14
TeaC,2008,7/17/08,20
TeaC,2008,8/14/08,29
TeaC,2008,9/2/08,20
TeaC,2008,9/25/08,32
TeaC,2009,10/13/09,32
TeaC,2009,10/21/09,48
TeaC,2009,5/19/09,4
TeaC,2009,6/30/09,25
TeaC,2009,6/9/09,19
TeaC,2009,7/23/09,30
TeaC,2009,8/11/09,21
TeaC,2009,9/22/09,38
TeaC,2009,9/3/09,29
TeaC,2010,10/28/10,54
TeaC,2010,10/7/10,54
TeaC,2010,6/24/10,72
TeaC,2010,6/3/10,83
TeaC,2010,8/26/10,35
TeaC,2010,8/5/10,52
TeaC,2010,9/16/10,27
TeaC,2011,10/18/11,72
TeaC,2011,5/24/11,66
TeaC,2011,6/14/11,78
TeaC,2011,7/28/11,151
TeaC,2011,7/7/11,145
TeaC,2011,8/16/11,154
TeaC,2011,9/29/11,65
TeaC,2011,9/6/11,113
TeaC,2012,10/18/12,47
TeaC,2012,11/7/12,21
TeaC,2012,4/3/12,27
TeaC,2012,5/1/12,57
TeaC,2012,5/22/12,57
TeaC,2012,6/12/12,74
TeaC,2012,7/24/12,86
TeaC,2012,7/5/12,80
TeaC,2012,8/14/12,77
TeaC,2012,9/25/12,86
TeaC,2012,9/4/12,77
TeaC,2013,10/17/13,15
TeaC,2013,11/7/13,14
TeaC,2013,5/23/13,2
TeaC,2013,6/11/13,3
TeaC,2013,7/23/13,3
TeaC,2013,7/3/13,7
TeaC,2013,8/15/13,8
TeaC,2013,9/26/13,14
TeaC,2013,9/5/13,9
TeaC,2014,10/21/14,63
TeaC,2014,10/7/14,51
TeaC,2014,11/4/14,46
TeaC,2014,4/17/14,5
TeaC,2014,5/22/14,20
TeaC,2014,5/8/14,7
TeaC,2014,6/19/14,22
TeaC,2014,6/5/14,22
TeaC,2014,7/1/14,21
TeaC,2014,7/15/14,31
TeaC,2014,7/31/14,31
TeaC,2014,8/13/14,31
TeaC,2014,8/28/14,34
TeaC,2014,9/10/14,37
TeaC,2014,9/25/14,39
TeaC,2015,10/7/15,60
TeaC,2015,11/3/15,66
TeaC,2015,4/21/15,32
TeaC,2015,5/12/15,31
TeaC,2015,5/28/15,23
TeaC,2015,6/11/15,39
TeaC,2015,6/22/15,37
TeaC,2015,7/16/15,55
TeaC,2015,8/25/15,63
TeaC,2015,8/4/15,72
TeaC,2015,9/14/15,69
TeaC,2016,10/13/16,77
TeaC,2016,11/1/16,57
TeaC,2016,5/17/16,38
TeaC,2016,6/30/16,147
TeaC,2016,6/9/16,133
TeaC,2016,7/21/16,187
TeaC,2016,8/11/16,210
TeaC,2016,8/30/16,217
TeaC,2016,9/22/16,155
TeaC,2017,10/26/17,18
TeaC,2017,10/5/17,18
TeaC,2017,5/30/17,2
TeaC,2017,6/20/17,9
TeaC,2017,7/11/17,6
TeaC,2017,8/22/17,8
TeaC,2017,8/3/17,6
TeaC,2017,9/14/17,16
TeaC,2018,10/25/18,28
TeaC,2018,4/24/18,8
TeaC,2018,5/31/18,37
TeaC,2018,6/21/18,48
TeaC,2018,7/10/18,50
TeaC,2018,7/31/18,54
TeaC,2018,8/21/18,60
TeaC,2018,9/11/18,64
TeaC,2019,10/15/19,20
TeaC,2019,10/2/19,32
TeaC,2019,10/23/19,26
TeaC,2019,10/30/19,32
TeaC,2019,10/9/19,22
TeaC,2019,4/9/19,6
TeaC,2019,5/15/19,13
TeaC,2019,5/2/19,7
TeaC,2019,5/23/19,7
TeaC,2019,5/29/19,8
TeaC,2019,5/7/19,9
TeaC,2019,6/13/19,10
TeaC,2019,6/19/19,8
TeaC,2019,6/5/19,8
TeaC,2019,7/17/19,18
TeaC,2019,7/23/19,26
TeaC,2019,7/3/19,16
TeaC,2019,7/31/19,24
TeaC,2019,7/9/19,16
TeaC,2019,8/13/19,26
TeaC,2019,8/20/19,21
TeaC,2019,8/28/19,29
TeaC,2019,9/11/19,29
TeaC,2019,9/18/19,17
TeaC,2019,9/26/19,23
TeaC,2019,9/3/19,21
TeaC,2020,7/21/20,81
TeaC,2020,8/11/20,128
TeaC,2020,9/10/20,87
TeaC,2021,5/27/21,2
TeaC,2021,6/17/21,3
TeaC,2021,8/10/21,12
TeaC,2021,9/7/21,16
TeaC,2022,6/7/22,78
TeaC,2022,8/9/22,106
TeaC,2022,9/1/22,117
TeaC,2023,5/30/23,4
TeaC,2023,6/22/23,11
TeaC,2023,8/10/23,25
TeaC,2023,8/31/23,24
TeaC,2024,5/28/24,56
TeaC,2024,6/25/24,110
TeaC,2024,8/15/24,96
TeaC,2024,9/5/24,97
TeaC,2025,5/29/25,4
TeaC,2025,6/19/25,8
TeaC,2025,8/12/25,17
TeaC,2025,9/4/25,19
TeaE,1995,10/3/95,90
TeaE,1995,11/7/95,39
TeaE,1995,4/20/95,34
TeaE,1995,5/18/95,95
TeaE,1995,6/15/95,113
TeaE,1995,6/28/95,48
TeaE,1995,6/28/96,2
TeaE,1995,6/30/95,33
TeaE,1995,7/10/95,3
TeaE,1995,7/10/96,1
TeaE,1995,7/12/95,2
TeaE,1995,7/14/95,2
TeaE,1995,7/20/95,2
TeaE,1995,7/4/95,12
TeaE,1995,7/6/96,1
TeaE,1995,8/15/95,41
TeaE,1995,9/7/95,59
TeaE,1996,10/7/96,22
TeaE,1996,11/5/96,33
TeaE,1996,4/25/96,9
TeaE,1996,4/3/96,1
TeaE,1996,4/4/96,3
TeaE,1996,5/21/96,10
TeaE,1996,7/3/96,7
TeaE,1996,8/15/96,11
TeaE,1996,9/12/96,9
TeaE,1997,10/7/97,50
TeaE,1997,11/4/97,52
TeaE,1997,6/17/97,28
TeaE,1997,6/24/97,13
TeaE,1997,6/30/97,10
TeaE,1997,6/5/97,15
TeaE,1997,7/15/97,9
TeaE,1997,7/22/97,9
TeaE,1997,7/29/97,9
TeaE,1997,7/8/97,20
TeaE,1997,8/12/97,13
TeaE,1997,8/19/97,7
TeaE,1997,8/26/97,10
TeaE,1997,8/5/97,22
TeaE,1997,9/9/97,28
TeaE,1998,10/13/98,99
TeaE,1998,4/22/98,33
TeaE,1998,5/19/98,65
TeaE,1998,6/11/98,70
TeaE,1998,6/16/98,62
TeaE,1998,6/2/98,67
TeaE,1998,6/25/98,76
TeaE,1998,7/2/98,75
TeaE,1998,7/27/98,76
TeaE,1998,8/11/98,78
TeaE,1998,8/20/98,80
TeaE,1998,8/27/98,67
TeaE,1998,8/6/98,77
TeaE,1998,9/17/98,80
TeaE,1999,10/19/99,71
TeaE,1999,6/10/99,94
TeaE,1999,7/1/99,94
TeaE,1999,7/29/99,70
TeaE,1999,8/18/99,76
TeaE,1999,9/23/99,83
TeaE,2000,10/24/00,20
TeaE,2000,10/5/00,18
TeaE,2000,6/27/00,4
TeaE,2000,6/8/00,4
TeaE,2000,7/18/00,5
TeaE,2000,8/9/00,6
TeaE,2000,9/12/00,14
TeaE,2001,10/25/01,110
TeaE,2001,10/4/01,88
TeaE,2001,5/1/01,4
TeaE,2001,5/24/01,25
TeaE,2001,6/12/01,34
TeaE,2001,7/26/01,48
TeaE,2001,7/3/01,43
TeaE,2001,8/16/01,58
TeaE,2001,9/6/01,66
TeaE,2002,10/1/02,91
TeaE,2002,10/22/02,81
TeaE,2002,11/14/02,100
TeaE,2002,5/16/02,75
TeaE,2002,6/4/02,105
TeaE,2002,7/11/02,98
TeaE,2002,8/1/02,81
TeaE,2002,8/22/02,84
TeaE,2002,9/10/02,76
TeaE,2003,10/16/03,66
TeaE,2003,11/6/03,105
TeaE,2003,6/5/03,34
TeaE,2003,7/22/03,60
TeaE,2003,7/3/03,39
TeaE,2003,8/12/03,64
TeaE,2003,9/25/03,61
TeaE,2003,9/4/03,76
TeaE,2004,10/11/04,53
TeaE,2004,10/28/04,1
TeaE,2004,11/1/04,1
TeaE,2004,11/2/04,35
TeaE,2004,6/24/04,59
TeaE,2004,6/3/04,41
TeaE,2004,7/20/04,65
TeaE,2004,8/10/04,72
TeaE,2004,9/2/04,75
TeaE,2004,9/21/04,61
TeaE,2005,10/27/05,13
TeaE,2005,10/4/05,13
TeaE,2005,7/14/05,1
TeaE,2005,8/23/05,5
TeaE,2005,8/4/05,4
TeaE,2005,9/13/05,11
TeaE,2006,10/10/06,86
TeaE,2006,10/31/06,86
TeaE,2006,5/18/06,32
TeaE,2006,6/27/06,41
TeaE,2006,6/6/06,36
TeaE,2006,7/18/06,50
TeaE,2006,8/10/06,52
TeaE,2006,8/29/06,59
TeaE,2006,9/19/06,65
TeaE,2007,10/23/07,125
TeaE,2007,5/31/07,118
TeaE,2007,6/27/07,181
TeaE,2007,7/19/07,173
TeaE,2007,8/7/07,172
TeaE,2007,9/25/07,124
TeaE,2007,9/6/07,139
TeaE,2008,10/16/08,62
TeaE,2008,11/4/08,60
TeaE,2008,5/13/08,7
TeaE,2008,6/24/08,27
TeaE,2008,6/3/08,14
TeaE,2008,7/15/08,24
TeaE,2008,8/12/08,38
TeaE,2008,9/23/08,38
TeaE,2008,9/4/08,32
TeaE,2009,10/22/09,72
TeaE,2009,5/21/09,16
TeaE,2009,6/11/09,26
TeaE,2009,7/2/09,26
TeaE,2009,7/21/09,38
TeaE,2009,8/13/09,33
TeaE,2009,8/25/10,2
TeaE,2009,9/1/09,31
TeaE,2009,9/24/09,44
TeaE,2010,10/26/10,108
TeaE,2010,10/5/10,76
TeaE,2010,6/1/10,66
TeaE,2010,6/22/10,82
TeaE,2010,7/13/10,77
TeaE,2010,8/24/10,47
TeaE,2010,8/3/10,67
TeaE,2010,9/14/10,59
TeaE,2011,10/20/11,87
TeaE,2011,5/26/11,87
TeaE,2011,6/16/11,127
TeaE,2011,7/26/11,179
TeaE,2011,7/5/11,129
TeaE,2011,8/18/11,140
TeaE,2011,9/27/11,62
TeaE,2011,9/8/11,109
TeaE,2012,10/16/12,53
TeaE,2012,11/7/12,15
TeaE,2012,4/5/12,27
TeaE,2012,5/24/12,50
TeaE,2012,5/3/12,55
TeaE,2012,6/14/12,61
TeaE,2012,7/26/12,60
TeaE,2012,7/3/12,65
TeaE,2012,8/16/12,70
TeaE,2012,9/27/12,72
TeaE,2012,9/6/12,60
TeaE,2013,10/15/13,14
TeaE,2013,11/5/13,12
TeaE,2013,6/13/13,2
TeaE,2013,7/1/13,5
TeaE,2013,7/25/13,6
TeaE,2013,8/13/13,11
TeaE,2013,9/24/13,9
TeaE,2013,9/3/13,11
TeaE,2014,10/21/14,61
TeaE,2014,10/7/14,51
TeaE,2014,11/4/14,51
TeaE,2014,4/15/14,11
TeaE,2014,5/22/14,14
TeaE,2014,5/5/14,5
TeaE,2014,6/17/14,16
TeaE,2014,6/3/14,19
TeaE,2014,7/17/14,19
TeaE,2014,7/2/14,18
TeaE,2014,7/29/14,22
TeaE,2014,8/11/14,19
TeaE,2014,8/26/14,30
TeaE,2014,9/2/14,1
TeaE,2014,9/25/14,45
TeaE,2014,9/8/14,41
TeaE,2015,10/5/15,35
TeaE,2015,11/5/15,52
TeaE,2015,4/23/15,19
TeaE,2015,5/14/15,16
TeaE,2015,5/26/15,27
TeaE,2015,6/24/15,26
TeaE,2015,6/9/15,28
TeaE,2015,7/14/15,39
TeaE,2015,8/27/15,33
TeaE,2015,8/6/15,36
TeaE,2015,9/16/15,39
TeaE,2016,10/11/16,131
TeaE,2016,11/3/16,87
TeaE,2016,5/19/16,58
TeaE,2016,6/28/16,142
TeaE,2016,6/7/16,105
TeaE,2016,7/19/16,193
TeaE,2016,8/9/16,236
TeaE,2016,9/1/16,228
TeaE,2016,9/20/16,170
TeaE,2017,10/24/17,11
TeaE,2017,10/3/17,11
TeaE,2017,6/22/17,3
TeaE,2017,7/13/17,6
TeaE,2017,8/1/17,3
TeaE,2017,8/24/17,9
TeaE,2017,9/12/17,13
TeaE,2018,10/23/18,43
TeaE,2018,4/19/18,2
TeaE,2018,5/29/18,25
TeaE,2018,6/19/18,43
TeaE,2018,7/12/18,41
TeaE,2018,8/2/18,42
TeaE,2018,8/23/18,41
TeaE,2018,9/13/18,48
TeaE,2019,10/16/19,21
TeaE,2019,4/11/19,2
TeaE,2019,4/30/19,5
TeaE,2019,5/21/19,6
TeaE,2019,6/11/19,9
TeaE,2019,7/2/19,14
TeaE,2019,7/25/19,17
TeaE,2019,8/14/19,22
TeaE,2019,9/24/19,23
TeaE,2019,9/5/19,23
TeaE,2020,7/23/20,43
TeaE,2020,8/13/14,106
TeaE,2020,9/8/20,92
TeaE,2021,6/15/21,1
TeaE,2021,8/12/21,9
TeaE,2021,8/31/21,10
TeaE,2022,6/9/22,76
TeaE,2022,8/11/22,76
TeaE,2022,8/30/22,107
TeaE,2023,6/1/23,3
TeaE,2023,6/20/23,6
TeaE,2023,8/29/23,14
TeaE,2023,8/8/23,16
TeaE,2024,6/11/24,50
TeaE,2024,6/27/24,89
TeaE,2024,8/13/24,101
TeaE,2024,9/3/24,103
TeaE,2025,5/27/25,1
TeaE,2025,6/17/25,6
TeaE,2025,8/14/25,12
TeaE,2025,9/3/25,16
